Link,內文,作者
https://health.udn.com/health/story/5967/357117,【聯合報╱記者陳俐君／台北報導】調查發現，國內75歲以上老人，每4人就有1人骨質疏鬆，每年有2至3萬骨鬆患者，因骨鬆引發髖關節骨折，死亡率與癌症末期相當。昨日是世界骨鬆日，衛生署與骨質疏鬆症學會提醒民眾，平日多存骨本，遠離骨鬆危機。國民健康局針對國內兩萬多名15歲以上民眾進行調查，被確診為骨鬆的比率，男性4.6%，女性逾10%。50歲以後，男女骨質流失速度加快，女性更年期後骨鬆比率更超過二成；75歲以上骨鬆比率高達23.8%，每4名老人，就有1人有骨鬆。除了年紀，調查還發現，相較於BMI值在18.5至24，BMI值逾27的50歲以上者，骨鬆比率高出1%到6%；BMI值低於18.5的過輕者，骨鬆風險更比正常體位多4%到8%。骨質疏鬆症學會理事長楊榮森表示，不少女性喜歡減肥，但體重過輕，會讓雌激素分泌減少，加快骨質流失、提高骨鬆機會。根據亞洲多國研究推算，若把年紀減掉體重，數值超過25，罹患骨鬆機率比正常人高2至3倍。紙片人易導致骨鬆上身，楊榮森說，過重者增加骨頭、關節負擔，同樣可能骨鬆。另外，骨鬆患者除了易駝背，還得當心骨折危機。國內因骨鬆引起髖關節骨折，每年就有2至3萬人，一側髖部骨折後，另一側髖部也可能骨折，增加年長者死亡風險，死亡率幾乎等同癌症末期。振興醫院骨科主治醫師孫施盛建議，民眾平時可適度攝取牛奶、豆腐等含鈣食物，多做體操、慢跑與健走等運動，也要適度曬太陽，加快維生素D吸收。楊榮森提醒，停經婦女與超過50歲以上民眾，定期做骨密度檢測，並控制體重，降低骨鬆威脅。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症髖部骨折這篇文章對你有幫助嗎?實用不實用上一篇魔鬼藏在細節裡！明星主廚波登的廚房機密：不在1類餐廳用餐下一篇王鴻薇關注公文處理！食藥署長道歉並強化內部規範！,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/357751,【聯合報╱記者陳俐君／台北報導】民眾常以為運動可改善骨密度，但根據最新版「骨質疏鬆症臨床治療指引」，健走、慢跑等負重有氧運動有助防止骨鬆；單車、游泳等非負重運動有利健康，但無助改善骨密度。衛生署國民健康局前年調查國內兩萬多名十五歲以上民眾，百分之七點六的人，經醫師確診為骨質疏鬆症。以去年底十五歲以上國人共一千九百多萬人推估，全台約有一百四十八萬人罹患骨鬆。調查也發現，國人〺歲後骨質逐漸減少，五十歲後流失更嚴重。六十五歲以上的人，約五十萬人面臨骨質疏鬆威脅；七十五歲以上長者，幾乎每四人中就有一人有骨鬆問題；停經後婦女，骨鬆比率更高達三成五。國健局結合國衛院、骨質疏鬆症學會等專家意見，推出最新版「骨質疏鬆症臨床治療指引」。除了完整治療指引、建議，還加入運動、營養等生活化預防觀念，適合一般民眾閱讀。骨質疏鬆症學會秘書長詹鼎正以運動為例，不少人以為游泳、騎單車能增加骨密度，但這兩種運動沒太大幫助。想訓練肌肉、骨骼及預防骨鬆，應走路、慢跑與爬樓梯等。詹鼎正解釋，走路可改善下肢骨頭骨密度，快速健走效果又比慢速散步好。慢跑可改善成年人腰椎、腳跟處跟骨等骨密度；停經後婦女多走路、慢跑或爬樓梯，能改善腰椎、大腿骨連接骨盆處的股骨頸等多部位的骨質密度。除了運動，飲食也能增加骨本。骨質疏鬆症學會理事長楊榮森說，除了多吃牛奶、起司與豆腐等高鈣食物，鮭魚、鯖魚等深海魚類能補充維生素D，不但可改善肌肉功能，也能幫助鈣質吸收。國衛院教授郭耿南表示，新版治療指引除了提供醫護人員診斷、治療與衛教，還製成電子書，放在國民健康局（www.bhp.doh.gov.tw）、健康九九衛生教育網（www.health99.doh.gov.tw）等網頁，免費下載。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇「霹靂火」秦楊右眼突失明！「人生變黑暗」左眼0.025視力崩潰絕望下一篇蔬食競賽全民開煮 健康吃素應補足蛋白質、鐵、B12,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/358778,【聯合晚報／記者黃玉芳／台北報導】台灣女性怕曬黑、不運動、鈣質攝取不足，小心骨頭「超齡」，年輕就擋不住骨量流失。一份健檢中心的調查顯示，台灣35到49歲的女性，有一成檢測發現低骨量，若不及早儲存骨本，日後可能提高骨質疏鬆、發生骨折的風險。根據哈佛健診對大台北地區572位、35到49歲女性，進行骨密度檢查，發現約12%的受測者，骨密度值小於-1，代表骨量不足。健檢中心並以此數據推估，台灣可能有30萬名同年齡層女性面臨骨量流失問題，日後可能提高骨質疏鬆的風險。而衛生署98年國民健康訪問調查，30至49歲女性中，已有4%經醫師確診為骨質疏鬆症。調查也發現，這些骨流失的女性中，有57%完全不運動、55%經常喝咖啡、75%是外食族。中華民國骨質疏鬆症學會秘書長詹鼎正表示，咖啡因是否會引起骨量流失仍未定論，但不運動、飲食中鈣質攝取不足，都可能影響骨質密度。詹鼎正也說，女性建議一天應攝取1000毫克的鈣，但普遍僅攝取600毫克左右。很多女性又因為怕黑，對陽光避之唯恐不及，能幫助鈣質吸收的維生素D也攝取不足。由於成年女性約在35歲之後，骨量開始走下坡，每年平均流失0.5%至1%，如果不從年輕時儲存骨本，到50歲時，骨量可能已經流失15%。因此詹鼎正建議，女性可選擇爬山、快走、跑步、跳繩、重量訓練等可增加骨密度的運動。並可選擇從天然食物中攝取足夠鈣質，例如乳製品、深綠色蔬菜、黑芝麻、小魚乾、豆乾等，有助維持骨骼健康。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇10年首例布氏桿菌病 男遊新疆接觸馬、羊染病下一篇70歲後人生差很大？研究揭示長壽與慢性病風險的分水嶺,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/359823,【聯合報／文／凃淑玲（彰化基督教醫院外科護理師）、陳建民（彰化基督教醫院微創及內視鏡 脊椎手術中心主任）】「閃跌」是指突然間程度較大的跌倒，45歲蔡先生曾因工作不慎閃跌，但當時他覺得沒事，並未做任何處置，直到某次因工作用力過度，腰部痠痛嚴重且無法自解小便，於是來院求診。經診斷，蔡先生罹患腰椎損傷合併馬尾症候群，臨床症狀包括大小便失禁、下肢麻木、性功能障礙等。脊髓負責傳遞腦部與身體間的訊息，由脊柱保護。脊椎神經損傷是指脊髓或神經根急性創傷，一旦發生，因受傷位置不同，可能造成運動或感覺功能不同程度的喪失，包括呼吸機能、運動感覺、大小便困難或性功能障礙、皮膚併發症、自主神經機能異常等。一般而言，造成脊髓機能障礙原因可分兩大類，一為外傷性脊髓損傷，通常由於巨大外力，如車禍、墜落、重物壓傷、運動傷害等，使脊柱移位或骨折，部分老年人發生損傷的原因可能是閃跌、滑跤等；另一類為非外傷性脊髓損傷，以腫瘤、脊椎血管病變、發炎、老化等因素居多，發生比例約為4比1。當患者發生外傷時，碎裂的骨塊或椎間盤可能擠入椎管壓迫脊髓，使受傷的脊椎無法再保護脊髓。此時若患者身體被搬動或活動，就可能因為過度拉扯或擠壓，受到二次傷害。所以，發生致命損傷時，首要目標是治療腰椎損傷，先進行檢查及處置，避免神經功能惡化；其次才考慮脊椎復位。損傷後，除了急性期須接受適當治療使移位脊椎復位、去除神經壓迫與固定，必要時進行手術，亦可使患者提早下床活動與復健，採用微創脊椎手術，復元速度較傳統手術快。脊椎照護6原則1.應保持正確姿勢：坐姿端正，若需長時間端坐，椅子必須有靠背，臀部與椅背緊靠；必要時可加護腰墊，保持腰椎正常弧度。睡覺選擇符合頸部正常弧度的枕頭，避免睡高枕或不睡枕頭；避免長時間趴睡，以免頸椎側彎；不睡太軟的床鋪，避免脊椎變形。撿拾重物時宜蹲下，避免彎腰，減少脊椎負擔。2.適當、適量運動：可進行伸展操強化肌肉、增加關節柔軟度。不做激烈及跳躍運動，嚴重者須臥床休息或穿上護腰帶。3.放鬆肌肉：肌肉僵硬是疼痛原因之一，勿採單一姿勢過久，以免肌肉僵硬，應常提醒自己放鬆肌肉，尤其是肩頸部肌肉。4.注重飲食：避免飲食過量，防止體重過重，增加腰椎負擔。5.攝取足夠鈣質：防止骨質疏鬆症提早發生。6.穿著輕快、柔軟且具有彈性的鞋子：以免增加脊椎負擔。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇流行性腦脊髓膜炎添1死 累計病例數創8年同期新高下一篇愛吃薯條易得糖尿病？馬鈴薯並非天生「不健康」 這樣吃控體重穩血糖,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/360076,【聯合晚報╱記者林進修／台北報導】台北市立聯合醫院仁愛院區引進新型「經皮氣球式椎體整形術」，透過骨髓針將人工骨水泥注射到脊椎體，將已塌陷的椎體撐起來，效果不錯，可供骨質疏鬆症導致脊椎壓迫性骨折患者選用。骨質疏鬆症是人類老化過程中，骨質吸收及形成不平衡，骨質密度逐漸減少的一種自然生理變化，活得越老，罹患機率越高。骨質疏鬆症引發壓迫性骨折等病變，不僅嚴重影響患者生活作息，更耗費龐大醫療資源。仁愛院區骨科主治醫師羅浩儒表示，脊椎結構組成就像堆積木，積木本身結構出問題，就容易倒塌或壓扁，造成壓迫性骨折。台灣每年約6萬名因骨質疏鬆造成脊椎壓迫性骨折的患者，需長期臥床或穿背架固定，常引發他們的身心問題，心肺功能也受影響。經皮氣球式椎體整形術是先經由氣球充氣，把塌陷的椎體撐起來，創造出一個空間，再利用骨髓針將人工骨水泥注射到脊椎體，填充並穩固患部，可矯正因壓迫性骨折而引起的駝背問題。由於傷口只有針孔大小，術後復原也快。羅浩儒指出，該院日前已完成10幾例微創經皮氣球式椎體整形術手術，術後患者隔天就能下床活動。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇屏東免費月嫂服務再升級，讓小產媽媽和準媽媽迎來「神隊友」下一篇別等出問題才煩惱 專家建議3個訓練動作防尿失禁：愈早練愈好,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/360766,【聯合晚報╱記者李樹人╱台北報導】骨鬆4大風險：抽菸、睪固酮偏低、喝酒、體重過輕許多人都以為骨鬆是婦女病，其實不然，研究發現，抽菸、喝酒、體型偏瘦、睪固酮偏低，都會提高男性罹患骨質疏鬆風險。近年外型纖細的花美男當道，醫師警告，年輕時刻意變瘦，等年紀一大，恐將骨鬆上身。傳統認為更年期女性為骨質疏鬆高危險群，必須多補鈣、多曬太陽，定期接受骨密度檢測。這使得男性疏於預防骨鬆，忘了自己也可能罹患骨鬆。眾多可能導致男性罹患骨鬆的重要因素中，過瘦最常被人忽略。近年日韓男明星興起一股花美男風潮，不少台灣青少年也開始模仿，讓醫師相當擔憂，提醒年輕男性應該維持正常體重，一味想當花美男日後恐怕骨本難保。中華民國骨質疏鬆症學會秘書長、台大醫院老年醫學部主任詹鼎正表示，體重過輕、BMI（身體質量指數）低於18 ，骨頭就會跟著變少，加速骨質流失速度，等過了50歲恐將罹患骨鬆。國內女性骨鬆患者人數是男性兩倍，但中華民國骨質疏鬆症學會「骨質疏鬆症防治指引」顯示，骨鬆併發症中最嚴重的髖部骨折，65歲以上男性發生後一年內的死亡率為22%，是女性近兩倍。骨質疏鬆症學會理事長、台大醫院骨科部主治醫師楊榮森指出，相較於女性，男性骨鬆患者比較不聽話，臨床上常出現「不信邪、不能吃藥、不認真治療」等三不。他強調，男性骨鬆骨折患者再骨折的風險較女性高，死亡率也較高，但男性卻不重視。傳統口服骨鬆藥物副作用較高，容易嘔吐、身體不適，是不少男性患者中途停藥的原因之一。今年健保局核准雙磷酸鹽類藥物注射液，可用於治療男性骨質疏鬆症，一年只需施打一次，有健保給付。醫師建議50歲以上有骨鬆家族史、70歲以上男性，最好每年接受骨密度檢測。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症髖部骨折這篇文章對你有幫助嗎?實用不實用上一篇58歲前屏東縣議員劉育豪因肝癌辭世　專家提醒高危險族群定期篩檢下一篇揉眼睛竟是視力殺手？眼科醫揭為何該停止和安全止癢方式,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/361735,【聯合報╱記者黃文彥／台北報導】國內一項針對五十歲以上民眾調查發現，每四人就有三人有骨質減少或骨質疏鬆問題。至於年逾四十歲的大腿骨折發生率，台灣不只高居世界第七，更是亞太第一。此調查共檢測一萬七千多名五十歲以上民眾，僅百分之廿四的人骨質正常，百分之四十五民眾有骨質減少的問題，更有百分之〺一的人罹患骨質疏鬆症。另外，根據國際骨鬆症基金會研究，四十歲以上族群，台灣大腿骨折發生率為千分之四，高居世界第七，更是亞太地區風險最高的國家。骨質疏鬆症學會理事吳至行說，如果單看女性，數字會更高。手腕、脊椎與大腿是最常發生骨鬆性骨折部位，也是骨質疏鬆症診斷指標。吳至行說，「骨鬆造成的骨折死亡率與乳癌末期相當。」骨質疏鬆症學會理事長楊榮森也說，老人大腿骨折，女性一年內死亡率約百分之十五，男性高達百分之廿二。鈣質攝取不足，骨質容易流失，楊榮森建議民眾多吃深色蔬菜，例如Ａ菜、地瓜葉等。另外，有人出門習慣撐傘，不愛曬太陽，體內無法合成維他命Ｄ，會影響鈣質吸收。台灣骨鬆資料納入世界衛生組織骨折風險評估工具（ＦＲＡＸ），民眾可上網站http://www.shef.ac.uk/FRAX/tool.jsp?country=26，評估十年骨折機率。如果全身骨鬆性骨折機率超過百分之十，或髖骨骨鬆性骨折機率超過百分之一點五，應考慮做骨密度檢測。※延伸閱讀》‧存骨本！快走、跳繩、爬山最有效💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇衛福部狼醫平台上線！7名醫事人員供查詢 衛福部：考量納執業醫療機構下一篇補充營養品不再無感！熟齡族6天見證：體力、精神、行動力大提升，高CP值推薦,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/361736,【聯合晚報／記者黃玉芳／台北報導】50歲以上民眾，超過七成已有骨質流失問題，醫師也建議，儲存骨本、減緩骨質流失，要從年輕時做起，40歲以下多運動，簡單的跳躍、快走、跳繩都可以改善骨密度，年老時跌倒的風險較低。骨質疏鬆症學會監事黃兆山表示，除了從飲食中補充鈣質，也不要怕曬太陽，以攝取維他命D，幫助鈣質吸收。更重要的是，從孩童開始，最好養成規律的運動習慣，強化肌肉力量。因為只要筋骨不活動，例如長期臥床休息、石膏固定等患者，很容易導致骨質流失、肌肉萎縮，幾周之內就會增加骨折風險。黃兆山說，要增加骨密度也要選對運動，騎腳踏車、游泳無法改善骨密度，必須是荷重的有氧運才能幫助預防骨鬆，對於年輕人，跳繩、慢跑是不錯的選擇，或是每周3到6天，每天跳躍約50次，離地約8公分，以及每周3天，每天45到60分鐘的快走。但是對於評估已有骨折風險或是老年人，則應避免跳躍、以及脊椎前彎、搬運重物，降低脊椎發生壓迫性骨折的風險。建議維持適當體重、並且選擇爬山、快走，以改善肌力和平衡感。由於骨鬆引起的骨折，會導致患者臥床、提高死亡的機率，因此黃兆山也說，老年人最容易跌倒的地點是在家中的臥室、浴室，最好要加裝適當的扶手、磁磚要止滑，減少意外發生。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇LDCT肺癌篩檢救命！台大名醫籲50至65歲普篩 啟動早篩早治新藍圖下一篇28歲女因身上異味斷送日本工作！醫：錯把狐臭當汗臭，擦止汗劑、體香膏沒用,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/362188,【聯合報╱記者趙容萱／台中報導】台中市72歲阿嬤彎腰抱孫，背部一陣劇痛，送往台中市西屯區澄清醫院中港院區診治，發現第12胸椎壓迫性骨折，且有嚴重骨質疏鬆，經穿背架、藥物治療，並且增加運動及曬太陽，半年後才逐漸恢復。澄清醫院中港院區骨科主治醫師鐘文隆說，台灣人飲食缺鈣、不愛曬太陽，骨質密度是亞洲國家最差的，因此民眾有必要及早篩檢和診斷骨質疏鬆，提早預防或診治。他建議，預防骨質疏鬆症除定期接受骨質密度檢查外，平時在生活上要均衡飲食、養成每周運動3天、每次持續30分鐘的習慣、每天曬太陽10分鐘、避免過量菸酒和咖啡、規律作息。這名72歲的阿嬤身體一向硬朗、體力不錯，年初她彎腰抱起孫子，突然聽到脊椎發出卡嚓一聲，隨後背部一陣劇痛，經家人協助送醫診治，醫生發現她的第12胸椎有壓迫性骨折，骨質密度為-3.2，是嚴重的骨質疏鬆症。醫師鐘文隆說，正常的骨質密度在-1以上，-1至-2.5為骨質稀少，超過-2.5就容易引起自發性的脊椎骨折，骨質疏鬆性的脊椎骨折以胸腰椎交界處，也就是第12胸椎、第1腰椎最易發生，病患除疼痛難忍外，也會出現脊椎駝背變形、無法直立走路等症狀。他指出，骨質疏鬆症不是老年人的專利，有一名48歲剛停經的婦人，因挑食、三餐不正常，三年來全身酸痛，骨質密度為-2.1，顯示她的骨質已流失大半，屬骨質稀少、骨量不足的人，骨架形同海砂屋，易發生脊椎或髖骨的骨折，經一年多治療，骨質密度提升到-1.5，有明顯的改善。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇姿勢不對走再多也沒用 專家教你正確走路與步態調整方法下一篇颱風一來又沒菜吃？專家大推冷凍蔬菜，營養價低農殘少！巧妙4招跟新鮮蔬菜一樣好吃,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/362773,【聯合報╱李企桓／彰濱秀傳紀念醫院骨科部主治醫師】70歲張奶奶晨泳20多年，自豪游泳讓她身子硬朗，每天還能快手快腳張羅三餐，不料孫子生日那天，多煮了幾道菜，突然一個轉身，下背劇烈疼痛，無法站立，家人趕緊將她送醫。經醫院檢查，張奶奶因骨質疏鬆引發脊椎壓迫性骨折。像張奶奶這樣的病例幾乎天天在急、門診上演。骨質疏鬆是指人體因骨質減少或骨質密度降低，使骨骼結構發生破壞，容易骨折。正常骨頭有許多厚實的骨小樑，足以提供骨骼強健與韌性，骨質疏鬆症的骨小樑變得薄且易碎，容易因外力導致細縫，進而骨折。骨質疏鬆好發停經後女性，男性好發年齡比女性晚10年，常見骨折部位包括脊椎骨（下背部位）、遠端橈尺骨（手腕部位）及近端股骨（髖部）。一旦骨折，不但導致疼痛、行動不便、骨骼變形，有時也會威脅生命。健保統計，台灣因髖部骨折併發肺炎、血栓等併發症，一年內死亡率，男性為22%，女性為15%。骨質形成不但需要鈣質，維生素D也是必要營養素，從食物中獲取維生素D並不容易，雖人體可經由皮膚日曬自然合成，但東方女性一向怕曬黑，忽視適度日曬對骨質生成的助力。其實，適當日曬，如雙臂每日接受日曬15分鐘，每日可獲取800至1000 IU維生素D。建議保骨從年輕開始，飲食、運動一起來，多食用牛奶、優格、起司、小魚乾及菠菜等，可得到足夠鈣質（每日約1000至1200毫克）；游泳對心肺功能有好處，但對骨質疏鬆的預防則幫助不大，應以負重性運動，如走路、舞蹈等為佳。世衛組織警告，骨質疏鬆症是僅次於心血管疾病的第二大疾病，民眾如有莫名的腰痠背痛，建議就醫診斷，萬一併發骨折，及早接受手術，也可以得到不錯的預後。有抽菸習慣、甲狀腺疾病、類風濕性關節炎或長期服用類固醇、抗憂鬱劑者，更要小心骨質疏鬆提早到來。💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症髖部骨折這篇文章對你有幫助嗎?實用不實用上一篇全球高齡化社會失智症來襲，AI植物新藥盼為記憶點燈下一篇魔鬼藏在細節裡！明星主廚波登的廚房機密：不在1類餐廳用餐,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/363006,【聯合報╱整理記者黃文彥】50歲以上台灣婦女每4人就有1人罹患骨質疏鬆症，高於台灣男性的10%。衛生署國健局估計，全台約92萬停經婦女受骨鬆威脅。人體骨骼骨質在20至30歲達到高峰，之後逐漸減少。世界骨質疏鬆基金會建議，每天應作45至60分鐘負重有氧運動，例如步行、快走，可有效增加骨質密度。諮詢：衛生署國民健康局💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇早上5點晨跑也可能有危險！醫揭「涼爽時段戶外運動」要注意的事下一篇噴酒精、乾洗手不等於乾淨！小兒科醫師吐司實驗揭驚人差別,"聯合新聞網
                                                    ／ 聯合新聞網"
https://health.udn.com/health/story/5967/364010,【聯合晚報╱記者黃玉芳╱台北報導】一名年輕女性騎機車時，為了閃避汽車雙腳撐地，沒想到右大腿竟然骨折；還有人只是下樓踩空，就腳踝骨折。醫師表示，不少輕熟女不愛曬太陽、不運動，飲食中鈣質攝取不足，造成骨流失，以致生活中稀鬆平常的行為，都隱藏「不可思議」骨折的危機。35歲的李小姐一年半前騎機車時，為閃避汽車，驟然以雙腳撐地，當時她覺得右腿劇痛，立刻就醫急診，結果發現大腿骨折要動手術。術後回診時，因為骨骼修復速度很慢，醫師替她進行骨密度檢測，才發現她骨密度低到-4，比骨質疏鬆症患者的-2.5嚴重許多。中華民國骨質疏鬆症學會副秘書長、亞東醫院骨科主治醫師吳凱文表示，李小姐體重僅36公斤，從小不愛喝牛奶，加上愛喝汽水、咖啡又不愛曬太陽，可能是多重危險因子，讓她年紀輕輕就骨鬆。另一名34歲的蕭小姐，兩年前有一天下樓梯時意外踩空，原本以為只是扭傷，沒想到冰敷後隔天竟痛到無法行走，腳踝腫到鞋子穿不下，就醫才發現腳踝已經骨折。吳凱文說，門診中陸續遇到輕熟女變「軟腳蝦」的骨折案例，包括穿高跟鞋、天雨路滑摔跤等造成腳踝骨折，還有機車族只是停車時架起機車腳架、抬機車挪停車位用力過猛，竟腰椎骨折。他提醒，不少輕熟女沒有運動習慣，加上愛美怕黑不願意曬太陽，平常飲食又鈣質攝取不足，發生骨折的風險會高出許多。尤其成年女性35歲以後，骨量會開始走下坡，建議日常飲時多從天然食物中攝取鈣。他舉例，乳製品是含鈣量最多的補鈣來源，還可以多吃深綠色蔬菜、黑芝麻、小魚干等。同時，每周應該有三次運動，例如跳繩、快走、慢跑等負重運動，都有助於增加骨質。吳凱文也提醒，雖然咖啡因與骨鬆的關聯目前仍沒有定論，但建議女性每天以一杯美式咖啡為宜，不要過量。※延伸閱讀》‧大「腹」翁 易骨鬆‧不喝牛奶、不運動、不日曬 女易骨鬆‧骨鬆4大風險 老了易骨鬆💪更多健康推薦‧77歲婦擁2千萬、住豪宅開進口車 陷入「隱性貧困」瀕臨破產‧大晴天曬衣服易乾卻有副作用？「夏日洗衣術」和泛黃汗臭說掰掰‧旅行總是便秘、腸胃不適好惱人！營養師揭5要訣讓你健康旅遊不掃興骨質疏鬆症這篇文章對你有幫助嗎?實用不實用上一篇醫病平台／感謝林芳郁院長創立充滿愛與藝的輔助整合醫學中心下一篇室內外溫差大 夏天吹出冷氣病！緩解冷氣病3方法，冬吃蘿蔔夏吃薑,"聯合新聞網
                                                    ／ 聯合新聞網"
