0,1,2
老菸槍注意！ 藏在肚中的不定時炸彈(優活健康網),https://health99.hpa.gov.tw/news/15706,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
低溫防爆血管　肥胖菸癮者要警覺( 華人健康網 ),https://health99.hpa.gov.tw/news/11652,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
注意長輩8大功能，疫情期間也能保固健康!,https://health99.hpa.gov.tw/news/18792,https://health99.hpa.gov.tw/storage/images/articles/20201007NEWSIMG.jpg
抽菸催化疫情 醫：死亡率增14倍(醒報),https://health99.hpa.gov.tw/news/17051,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
拉丁美洲健康新聞：電子煙的影響，電子煙的五大害處,https://health99.hpa.gov.tw/news/14944,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
紓解壓力有許多正向選擇 吸菸（煙）無法減壓且傷害腦部,https://health99.hpa.gov.tw/news/19537,https://health99.hpa.gov.tw/storage/images/articles/441342382_838610648305387_3020254987196650233_n.jpg
63戒菸有靠山 戒菸專線6大策略陪您破除菸癮來襲的3大關卡(中央社),https://health99.hpa.gov.tw/news/16654,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸傷心，戒菸救心,https://health99.hpa.gov.tw/news/8385,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
台北戒菸門診 4、5月免掛號費(中華日報),https://health99.hpa.gov.tw/news/16572,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
端午吃「粽」聰明選 四招樂食減負擔,https://health99.hpa.gov.tw/news/8244,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
3C控血壓 遠離慢性病 只要一「臂」之力-抗壓達人 從挽袖量血壓做起,https://health99.hpa.gov.tw/news/8378,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
Medscape醫界新聞：公衛學者呼籲「消滅癌症的射月計畫」忽略了預防,https://health99.hpa.gov.tw/news/15554,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
面對二手菸 4/5不敢規勸(中央社),https://health99.hpa.gov.tw/news/12589,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
抽菸不只傷肺也傷心 (中國廣播公司全球資訊網),https://health99.hpa.gov.tw/news/16628,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
懷孕第8週-孕期牙齒保健不馬虎,https://health99.hpa.gov.tw/article/18431,https://health99.hpa.gov.tw/storage/images/articles/pregnancyM08.jpg
慢性腎病影響世界各地婦女！國健署提醒女性朋友「曉心警腎」護健康,https://health99.hpa.gov.tw/news/8354,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
寒流接力襲台!機車族要留意!,https://health99.hpa.gov.tw/news/18287,https://health99.hpa.gov.tw/storage/images/articles/20210111NEWSIMG.jpg
中風後仍持續吸菸 復發率較常人高3倍(中時即時),https://health99.hpa.gov.tw/news/16676,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
孕媽咪5招遠離妊娠糖尿病  控糖輕鬆零負擔,https://health99.hpa.gov.tw/news/19496,https://health99.hpa.gov.tw/storage/images/articles/431750116_796216922544760_401035441701233289_n.jpg
收容人戒菸成功 迎向嶄新人生 矯正機關「2020戒菸就贏比賽」成功戒菸得獎組檢測暨頒獎典禮,https://health99.hpa.gov.tw/news/8692,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
存錢重要？還是存健康重要？成人預防保健服務，幫大家「存健康」,https://health99.hpa.gov.tw/news/8409,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
健康署-關注糖尿病：從女「全」運動做起!,https://health99.hpa.gov.tw/news/8309,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
宅經濟興起  脂肪肝當道,https://health99.hpa.gov.tw/article/75,https://health99.hpa.gov.tw/storage/images/articles/3889876_m.jpg
新春佳節，虎哩「心」健康,https://health99.hpa.gov.tw/news/18890,https://health99.hpa.gov.tw/storage/images/articles/0128newsimg2.jpg
「三高＋二害」，您有代謝症候群嗎？ 20-64歲國人每4人就有1人罹患代謝症候群,https://health99.hpa.gov.tw/news/19136,https://health99.hpa.gov.tw/storage/images/articles/322707379_614797467162694_1615132562718626784_n.jpg
抽菸 年輕冠心症主因 (青年日報 ),https://health99.hpa.gov.tw/news/16229,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
722安心血壓站 聯手產業共啟航,https://health99.hpa.gov.tw/news/19672,https://health99.hpa.gov.tw/storage/images/articles/466592515_961865485979902_6841677508102868345_n.jpg
大寒時節搭上護心巴士(8式)  2024整年健康「龍乎你」,https://health99.hpa.gov.tw/news/19464,https://health99.hpa.gov.tw/storage/images/articles/420604965_767538702079249_7958042122446701328_n.jpg
3招健康龍平安  平安暖心喜年來,https://health99.hpa.gov.tw/news/19484,https://health99.hpa.gov.tw/storage/images/articles/426136171_779954810837638_2755887289898174125_n.jpg
每6位孕媽咪 有1位妊娠糖尿病 掌握控糖4要訣 降低風險守護母嬰健康,https://health99.hpa.gov.tw/news/19354,https://health99.hpa.gov.tw/storage/images/articles/402588061_729511915881928_6806591582423509045_n.jpg
菸霧侵腸道 燻壞心血管(世界新聞網),https://health99.hpa.gov.tw/news/12203,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸20分鐘 立即有感 省錢賺健康	( 中廣新聞網 ),https://health99.hpa.gov.tw/news/10908,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
世界衛生組織警告:慢性疾病將帶來沉重的負擔,https://health99.hpa.gov.tw/news/10202,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
認知會退化 抽菸傷身也傷腦( 中國時報 ),https://health99.hpa.gov.tw/news/11497,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
肝癌 高居 國人癌症死因的第二位 預防 脂肪肝 保護小心肝,https://health99.hpa.gov.tw/news/19124,https://health99.hpa.gov.tw/storage/images/articles/318444737_519862460180209_6331779631884554742_n.jpg
腦內啡可抗菸癮　有運動戒菸成功率倍增 ( 健康醫療網 ),https://health99.hpa.gov.tw/news/15101,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
男人節；給你最佳「穀力」,https://health99.hpa.gov.tw/news/19110,https://health99.hpa.gov.tw/storage/images/articles/315868144_505624331604022_3215580993105650965_n.jpg
月餅尬蔬食新吃法 健康料理新滋味,https://health99.hpa.gov.tw/news/19325,https://health99.hpa.gov.tw/storage/images/articles/381264411_701181028715017_5931877969677924480_n.jpg
閱讀健康檢查報告的基本態度,https://health99.hpa.gov.tw/article/63,https://health99.hpa.gov.tw/storage/images/articles/928539_m.jpg
糖尿病友快戒菸！　可避免失明( 健康醫療網 ),https://health99.hpa.gov.tw/news/14141,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
無聲的殺手 心血管疾病,https://health99.hpa.gov.tw/news/18304,https://health99.hpa.gov.tw/storage/images/articles/20210229NEWSIMG.png
3高老菸槍 喝水少 天熱心肌梗塞險奪命(自由時報),https://health99.hpa.gov.tw/news/16708,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
40而不惑 藉由成人健康檢查了解自己健康狀況,https://health99.hpa.gov.tw/news/18992,https://health99.hpa.gov.tw/storage/images/articles/0610newsimg.jpg
氣溫驟降  國民健康署「食衣住行」小叮嚀,https://health99.hpa.gov.tw/news/18851,https://health99.hpa.gov.tw/storage/images/articles/202111130NEWSIMG.jpg
40歲以上民眾超過6成腰粗又有代謝症候群 「量腰圍」有效預防代謝症候群,https://health99.hpa.gov.tw/news/19030,https://health99.hpa.gov.tw/storage/images/articles/296047913_425875806245542_6472892521726218508_n.jpg
端午吃「粽」點 健康少負擔,https://health99.hpa.gov.tw/news/18578,https://health99.hpa.gov.tw/storage/images/articles/20210608NEWSIMG.jpg
國健署教您跨年出遊保暖不掃興！牢記心血管疾病促發症狀，儘速就醫保安康,https://health99.hpa.gov.tw/news/8591,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
時序入深秋 外出護心有妙招,https://health99.hpa.gov.tw/news/19667,https://health99.hpa.gov.tw/storage/images/articles/465853423_956836849816099_162607067163980773_n.jpg
糖尿病患還抽菸 小心短命14年( 中國時報 ),https://health99.hpa.gov.tw/news/13742,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
老菸槍別「壞」心！日哈5根菸 心臟病風險多一半(NOWnews),https://health99.hpa.gov.tw/news/12121,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸害肺害全身 7成合併心血管疾病 ( 中央社 ),https://health99.hpa.gov.tw/news/15122,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
中秋月圓 戒菸圓滿,https://health99.hpa.gov.tw/news/18777,https://health99.hpa.gov.tw/storage/images/articles/20210917NEWSIMG.jpg
孫越叔叔 現身呼籲遠離COPD~戒菸，動起來!( yam news ),https://health99.hpa.gov.tw/news/13899,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
全穀與未精製雜糧怎麼挑？怎麼選？營養師教你挑選與保存技巧！,https://health99.hpa.gov.tw/article/19199,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
別抽掉人生！對抗菸癮4招　防心血管疾病找上門 ( 優活健康網 ),https://health99.hpa.gov.tw/news/15152,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
育齡女性近四成五缺乏維生素D 2招補充母嬰都健康,https://health99.hpa.gov.tw/news/19486,https://health99.hpa.gov.tw/storage/images/articles/428667055_788205380012581_1051725623279677048_n.jpg
糖友宅在家抗疫病 自主健康清單檢視 守護您身心健康,https://health99.hpa.gov.tw/news/8651,https://health99.hpa.gov.tw/storage/images/content/20200416NEWSIMG.jpg
捷運站前禁菸區劃紅線 1/4民眾嘸知影(新生報),https://health99.hpa.gov.tw/news/12624,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸民眾應定期檢查肺功能　預防罹患慢性阻塞性肺病( NOWnews ),https://health99.hpa.gov.tw/news/11381,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
「醫」起推動二代戒菸　用對方法戒菸~ 已幫助4萬8千人成功戒菸 你也可以( 大成報 ),https://health99.hpa.gov.tw/news/13428,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
醫:猝死前常無症狀 留意三高勿抽菸( 公視新聞網 ),https://health99.hpa.gov.tw/news/11578,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
腦血管疾病居國人死因第5名 醫、病、家屬共同預防 積極遠離中風8危害,https://health99.hpa.gov.tw/news/19344,https://health99.hpa.gov.tw/storage/images/articles/395789827_718835933616193_3710136818512423905_n.jpg
世衛：禁菸品廣告有效防制吸菸(中央日報網路報),https://health99.hpa.gov.tw/news/12459,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
運動無界限 輪椅族也能輕鬆做,https://health99.hpa.gov.tw/news/19692,https://health99.hpa.gov.tw/storage/images/articles/S__213082127.jpg
1111健走日 走向低碳與健康,https://health99.hpa.gov.tw/article/19423,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸更易害命 抗愛滋也要拒菸( 自由時報 ),https://health99.hpa.gov.tw/news/14501,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
國健署籲 戒菸救救毛小孩(中國廣播公司全球資訊網),https://health99.hpa.gov.tw/news/16500,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
「您血壓量了沒？」定期量血壓 全家健康有保障！,https://health99.hpa.gov.tw/news/8515,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
母乳哺育問題的好幫手 孕產婦關懷諮詢專線(0800-870-870),https://health99.hpa.gov.tw/news/8466,https://health99.hpa.gov.tw/storage/images/content/QRCode_mammyandroid.png
糖使美國的吸菸者容易成癮,https://health99.hpa.gov.tw/news/15805,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
非冬季限定 夏季輕忽也傷「心」,https://health99.hpa.gov.tw/news/8689,https://health99.hpa.gov.tw/storage/images/content/20200618NEWSIMG.jpg
用愛心連心 護心3秘訣,https://health99.hpa.gov.tw/news/18783,https://health99.hpa.gov.tw/storage/images/articles/20210928NEWSIMG.jpg
醫生：戒菸一年 罹癌機率減半(聯合晚報),https://health99.hpa.gov.tw/news/12099,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸 感染肺炎風險更高(台灣新生報),https://health99.hpa.gov.tw/news/17116,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
女人護『心』 健康5招遠離心臟病威脅,https://health99.hpa.gov.tw/news/8494,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
孕媽咪5招遠離妊娠糖尿病   控糖輕鬆零負擔,https://health99.hpa.gov.tw/article/19556,https://health99.hpa.gov.tw/storage/images/articles/專文附圖.jpg
清明節前雨紛紛 掃墓誠心、留「心」健康,https://health99.hpa.gov.tw/news/18941,https://health99.hpa.gov.tw/storage/images/articles/0401newsimg.jpg
致命的危險情人斷捨離！戒菸專線「助」您快樂分手！,https://health99.hpa.gov.tw/news/8283,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
新生報：吸二手菸 中風增險近3成,https://health99.hpa.gov.tw/news/14666,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
3成國人不知道自己有高血壓 血壓量測「722原則」，您做了嗎？,https://health99.hpa.gov.tw/news/19311,https://health99.hpa.gov.tw/storage/images/articles/0908newsimg1.png
更年期與代謝症候群,https://health99.hpa.gov.tw/article/19468,https://health99.hpa.gov.tw/storage/images/articles/5215689.jpg
雞年打造好基底，慢性疾病能遠離； 成人預防保健服務，幫大家健康奠根基,https://health99.hpa.gov.tw/news/8194,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
吸菸 增加心房顫動罹患率(聯合新聞網),https://health99.hpa.gov.tw/news/10637,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
抽菸新壞處 日研究：有損聽力 (台灣蘋果日報),https://health99.hpa.gov.tw/news/16518,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
COPD不是老人咳！　感染肺炎恐要命( 健康醫療網 ),https://health99.hpa.gov.tw/news/14082,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
坐月子滑手機適合嗎？,https://health99.hpa.gov.tw/article/121,https://health99.hpa.gov.tw/storage/images/articles/20160315_havemary.jpg
40-64歲腹胖中3成有三高問題 代謝症候群防治計畫幫助您,https://health99.hpa.gov.tw/news/19290,https://health99.hpa.gov.tw/storage/images/articles/365716922_673380798161707_6019707875898890447_n.jpg
養成良好生活習慣搭配四大訣竅  遠離脂肪肝 向肝癌說不,https://health99.hpa.gov.tw/news/19028,https://health99.hpa.gov.tw/storage/images/articles/295527400_423428643156925_1068075392929322724_n.jpg
天天量體重，歡慶節日不增重！,https://health99.hpa.gov.tw/news/8561,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
抽菸喝酒常熬夜 中風恐癱瘓一輩子(優活健康網),https://health99.hpa.gov.tw/news/12433,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
寒潮爆發氣溫急凍!  留「心」健康狀況，保暖禦寒工作不可少!,https://health99.hpa.gov.tw/news/18252,https://health99.hpa.gov.tw/storage/images/articles/20201230NEWSIMG.jpg
50萬人罹患代謝症候群 3招可逆轉,https://health99.hpa.gov.tw/news/18894,https://health99.hpa.gov.tw/storage/images/articles/274025453_5454226041272790_3819723003388779706_n.jpg
戒菸找專業 成功率至少提高3倍 戒菸「醫」起來,https://health99.hpa.gov.tw/news/19501,https://health99.hpa.gov.tw/storage/images/articles/0309newsimg.jpg
老菸槍危機：慢性阻塞性肺病(聯合新聞網),https://health99.hpa.gov.tw/news/15745,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
中秋慶團圓 國健署開一日菜單 陪您巧嚐月餅,https://health99.hpa.gov.tw/news/8290,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
開工日冷氣團報到　防寒防疫保健康,https://health99.hpa.gov.tw/news/18309,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
感念孫叔叔 國健署呼籲戒菸救心(台灣醒報),https://health99.hpa.gov.tw/news/16650,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
拒菸小天使 支持無菸環境( 民眾日報 ),https://health99.hpa.gov.tw/news/11636,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
女子狂抽15萬根菸　才38歲竟罹心肌梗塞險丟小命( 優活健康網 ),https://health99.hpa.gov.tw/news/14126,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
罹COPD仍抽菸 呼吸困難插管 ( 中華日報 ),https://health99.hpa.gov.tw/news/15241,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
破解5大試管嬰兒迷思 迎接好孕到,https://health99.hpa.gov.tw/news/19695,https://health99.hpa.gov.tw/storage/images/articles/469895586_982250143941436_1640592632817614530_n.jpg
全民防疫也防癌 戒檳遠離口腔癌,https://health99.hpa.gov.tw/news/18591,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
低溫特報  留「心」變化,https://health99.hpa.gov.tw/news/18875,https://health99.hpa.gov.tw/storage/images/articles/0111newsimg.jpg
歲末防寒 迎向新年「心」健康 做好4項健康生活習慣 2大NG保暖動作不可為,https://health99.hpa.gov.tw/news/19451,https://health99.hpa.gov.tw/storage/images/articles/414205676_753303513502768_547440660190196676_n.jpg
「戒菸」可以讓自己和身邊的人活得更健康( NOWnews ),https://health99.hpa.gov.tw/news/13270,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
殺了酗酒兒 點支菸給他…再自殺 ( 聯合報 ),https://health99.hpa.gov.tw/news/14551,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
咳痰悶喘 小心肺阻塞(中華日報),https://health99.hpa.gov.tw/news/15774,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
小心健康詐騙　遠離菸品保護自己,https://health99.hpa.gov.tw/news/19671,https://health99.hpa.gov.tw/storage/images/articles/466500517_961056069394177_8373796978709479670_n.jpg
安南醫院「無菸醫院認證與網路發展」獲金獎肯定( 中央日報網路報 ),https://health99.hpa.gov.tw/news/13762,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
預防三高 降低心肌梗塞風險,https://health99.hpa.gov.tw/news/19491,https://health99.hpa.gov.tw/storage/images/articles/428694819_792213552945097_2599104534279363491_n.jpg
為什麼要驗「高密度脂蛋白膽固醇」？ 檢查結果如果異常我該做些什麼呢？,https://health99.hpa.gov.tw/article/18952,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
沒有戒掉的菸 讓末期病人最懊悔(中央社),https://health99.hpa.gov.tw/news/16483,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
定期監測並控制血糖 有效掌握糖尿病降低合併症發生,https://health99.hpa.gov.tw/news/19100,https://health99.hpa.gov.tw/storage/images/articles/313405130_493096799523442_8223910309641508482_n.jpg
寒流好威！長者、慢性病患者保暖、防跌、喝水不可少,https://health99.hpa.gov.tw/news/8602,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
幼兒4歲（第36週）建立孩子獨立方程式,https://health99.hpa.gov.tw/article/18665,https://health99.hpa.gov.tw/storage/images/articles/4y36.jpg
決心加專業輔導 他戒菸成功( 中華日報 ),https://health99.hpa.gov.tw/news/14075,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
老菸槍喘不停 冠狀動脈堵塞( 自由時報 ),https://health99.hpa.gov.tw/news/13209,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
改吸電子煙 就能避免香菸的危害嗎？ (今日新聞),https://health99.hpa.gov.tw/news/16377,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
夏季護心行動 勿把心肌梗塞當中暑!,https://health99.hpa.gov.tw/news/8706,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
2020世界中風日：每4人就有1人發生中風 國健署提醒『333守則』擺脫中風危險,https://health99.hpa.gov.tw/news/18176,https://health99.hpa.gov.tw/storage/images/articles/20201027NEWSIMG.png
戒菸門診 年底前64家醫院免掛號費( 自由時報 ),https://health99.hpa.gov.tw/news/13891,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
戒菸穩糖護健康 可降低罹患第2型糖尿病30-40%的風險,https://health99.hpa.gov.tw/news/19355,https://health99.hpa.gov.tw/storage/images/articles/402621193_730006812499105_6981428930600348622_n.jpg
癮君子心疾 鐵齒不戒菸( 新生報 ),https://health99.hpa.gov.tw/news/12760,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
規律服用魚油 有助於降低菸癮( 自由時報),https://health99.hpa.gov.tw/news/13938,https://health99.hpa.gov.tw/storage/images/materials/52302封面.png
擔心猝死意外 勿輕忽心血管狹窄及心律不整症,https://health99.hpa.gov.tw/article/90,https://health99.hpa.gov.tw/storage/images/articles/1998253_m.jpg
冷颼颼 溫差大  「心」警訊   FAST送醫,https://health99.hpa.gov.tw/news/18908,https://health99.hpa.gov.tw/storage/images/articles/0218newsimg.jpg
吸菸老爸最佳禮物：「兒子戒菸 爸爸跟進」 父子戒菸接力賽  共創無菸新生活,https://health99.hpa.gov.tw/news/19291,https://health99.hpa.gov.tw/storage/images/articles/363361948_673862331446887_1283054665830115836_n.jpg
