disease,name,description,title,tag_name,link
巴金森病（帕金森氏症）,罹病的我2年前開始走路不平衡時常跌倒，現在都會避免單手提重物，減少重心不穩跌倒的狀況。請問還有什麼方法能降低行動時跌倒的風險呢？,"[專家解答] 國立臺灣大學醫學院附設醫院癌醫中心分院神經科主治醫師 郭明哲			巴友如果已經出現步態不穩、肢體不平衡，建議可以開始使用輔具，如單腳柺杖，降低跌倒的機率，如果巴友不願意拿輔具，可以攜帶長柄雨傘，傘尾最好有加上止滑墊，長柄雨傘支撐力好，傘尾的止滑墊也是幫助巴友步態不穩時，雨傘能支撐地板不要滑脫。			當巴友肢體平衡異常時，不建議單手、甚至是雙手提取重物，建議用雙肩後背包使重心固定，肢體2 側也不會受到影響。不過如果可以，盡可能不提重物，也不要揹太重的物品，如果平衡不穩，極可能向後或各種方向傾倒。			如果已經使用輔具或是減少提重物，改用後背包，仍無法改善走路不平衡常跌倒的問題，有可能是腰椎異常，腰椎壓迫神經，導致下肢肢體無力，比較容易步態不穩、肢體不平衡，建議可以請醫師協助照X 光檢測。			一般而言巴金森病進入到第3 期，才有可能出現肢體不平衡的症狀，肢體僵硬讓步伐呈現小碎步，導致走路容易不平衡跌倒。如果有規律服用藥物，藥物改善肢體僵硬的症狀，也能改善肢體不平衡的問題，但確實有少數患者，難以透過藥物改善步態，需要使用輔具。",步態不穩,動作障礙,https://health.udn.com/health/care/136/293208
巴金森病（帕金森氏症）,爺爺巴金森2期雖然可以自行走路，但因為腳抬不高、走路不穩容易跌倒，鞋子前方也容易磨損，請問巴金森病友挑選鞋子時該留意哪些部分呢？,"[專家解答] 國立臺灣大學醫學院附設醫院癌醫中心分院神經科主治醫師 郭明哲			巴金森病的病程進展到後期，肢體僵硬或是動作緩慢都會影響步態。當腳無法順利抬高時，就比較容易小碎步，進而跌倒。			對於巴友而言，鞋子最好是選好穿脫的包鞋，如運動鞋，並挑選巴友喜歡的款式。鞋底不能太厚也不能太軟，避免重心不穩而跌倒。			巴友也不適合穿拖鞋、涼鞋，因巴友到了後期，會有身體僵硬影響穿脫的情形，最好買用魔鬼氈或是完全不需開合的鞋款，且避免綁鞋帶的鞋子。露出腳趾頭的鞋子更容易造成步態不穩。			巴友的鞋子相較於一般人更容易磨損，需要更換的頻率比較高，如果鞋底已經比較薄，或是底部的防滑紋路已有磨平，應盡速更換鞋子。而下雨天時地面濕滑，也建議巴友改室內活動為主，避免外出時步態不穩滑倒。			除了要注意鞋款、好穿脫、軟硬厚度以外，最重要是挑選巴友喜歡的款式，讓巴友願意規律運動以及維持正常社交生活。",鞋子選擇,動作障礙,https://health.udn.com/health/care/136/293209
巴金森病（帕金森氏症）,"爸爸已經在接受治療, 但還是有臉部僵硬的情形, 請問有什麼方法或運動能訓練臉部神經嗎？","[專家解答] 林口長庚紀念醫院神經內科部主治醫師 陳柔賢			通常典型巴金森病經過藥物治療，可明顯改善肢體的動作順暢程度，但改善程度並非完全一致。例如步態改善的程度有可能比顫抖少一點，顫抖改善程度又可能比動作緩慢和僵硬改善的程度少。			如果巴友的問題只有臉部僵硬的情形沒有改善，那的確非常少見，建議先回診，與主治醫師討論；此外，如果使用藥物之後，肢體動作沒有改善或改變，卻出現臉部僵硬症狀，建議還是優先回診，與醫師討論藥物的調整與適當的劑量。			巴金森病友如果希望能改善臉部僵硬，也就是俗稱的「撲克臉」，第1 可以嘗試對著鏡子練習微笑，不僅可以改善臉部肌肉僵硬，還能刺激腦部的動作神經傳導路徑。			第2 種方式是經常且固定地安排時間練習大聲說話。病友可選擇適合自己的方式，也可以和主治醫師和語言治療師討論，設計練習的方法；個人建議找1 本唐詩三百首，每天早上選唸1 首，晚上再選唸另1 首，每首大聲唸20 次（要慢慢地且清楚大聲地唸出聲音）。唸的同時不能只是朗讀，還要能理解這首唐詩的意思，這樣唸完1整本唐詩三百首，至少要150 天。			第3種方法則是開始學習1種新的語言，例如：日語、韓文、英語、台語或客語；語言的學習，需要聽、說、讀、寫，是全面性的腦部功能訓練，不只能改善臉部僵硬，還能幫助延緩巴金森病症狀。			臉部僵硬也可能是巴金森病的非動作障礙，只是如果肢體動作順暢，卻唯獨出現臉部僵硬，也可能是巴友出現憂鬱傾向，需要經由醫師詳細診斷，如果巴友出現憂鬱傾向，可透過多方面的藥物合併治療，嘗試改善。",撲克臉,動作障礙,https://health.udn.com/health/care/136/293210
巴金森病（帕金森氏症）,晚上睡覺一躺著就全身刺痛、發癢，像是螞蟻在身上爬，必須一直動才能舒緩。為什麼會有這樣的症狀呢？,"[專家解答] 中國醫藥大學附設醫院神經部巴金森暨動作障礙科主治醫師 敖瑀巴友躺下或靜止時出現不明原因刺痛、發癢、如螞蟻在爬等症狀，若已排除周邊神經疾患導致的神經痛，同樣的症狀在活動時不會出現，並且在感到不適時，會有強烈的「想要動一動腿」的需求，而症狀確實在動一動、起來走走、或是按摩一下之後暫時緩解，則上述症狀有可能是不寧腿症候群。不寧腿常見於洗腎、糖尿病、缺鐵性貧血、周邊神經病變、自體免疫疾病患者及孕婦，也有可能無法找到1 個明確的病因。而巴金森病屬神經退化性疾病，也是不寧腿好發族群。不寧腿可能是鐵離子缺乏與腦中多巴胺分泌不足，導致神經功能失衡，造成異常動作及不明原因增強的感覺症狀。不寧腿症候群是巴金森病的常見共病，約有20 至30%患者有此困擾。症狀是靜止時下肢有不舒服的感覺，患者常描述為刺癢、麻痛、腿裡有東西在爬；也有人以抽筋來形容，需仔細詢問來鑑別診斷。當症狀愈趨嚴重，有時不只是不寧「腿」，還可能影響上肢；或不只是夜晚靜止休息時出現，於白天活動時也出現症狀。當巴友合併不寧腿，臨床上常使用多巴胺受體促效劑治療，這類型的藥物除改善巴金森病的動作與非動作障礙，能緩解不寧腿症狀。但也有可能造成不寧腿症狀增強，需特別注意。此外，還有許多其它藥物例如抗癲癇藥物、褪黑激素或褪黑激素受體促效劑等可使用，需與神經內科醫師討論，針對每位巴友的情形調整用藥。除了使用藥物，巴友可透過飲食，補充足夠鐵質、固定運動、按摩來改善症狀。過量的咖啡因、抽菸喝酒、睡眠不足、壓力或情緒起伏，都有可能加重不寧腿症狀。臨床上，也常遇到巴友回饋，使用溫熱水泡腳或涼感痠痛噴霧、藥膏，能舒緩部分症狀。",不寧腿,動作障礙,https://health.udn.com/health/care/136/293211
巴金森病（帕金森氏症）,媽媽罹患巴金森病很多年了，最近幾個月每到下午就會抱怨牙痛，晚上也會因為牙齒不自覺緊咬而痠痛。請問這是巴金森病導致的症狀嗎？,"[專家解答] 中國醫藥大學附設醫院神經部巴金森暨動作障礙科主治醫師 敖瑀			巴友常有疼痛症狀，這些疼痛很可能是非動作障礙的一部分，也可能因巴金森病動作障礙控制不良，而帶來的僵硬、姿勢不正、或是缺乏運動等造成。			巴友每到下午開始反應牙齒疼痛，建議還是可以先到牙科就診，排除是否有牙齒與口腔問題，建議仔細觀察是否有齲齒症狀、顳顎關節是否有壓痛點、是否與用餐時間相關或因咀嚼動作引起、是否與服用巴金森病藥物時間相關（例如是否都是藥物快沒有效的時候發生？）等，來進一步釐清病因。			另外巴友若出現不自覺咬緊牙關的症狀，容易引起顳顎關節問題以及造成牙齒磨損。可結合神經內科、牙科或耳鼻喉科，一併評估治療。			巴友若需要暫時舒緩疼痛，可以先按摩、熱敷等物理性方式，或使用適當劑量的肌肉鬆弛劑改善不適症狀。若緊咬牙關的問題嚴重，經醫師評估後，使用肉毒桿菌素注射咀嚼肌，使其放鬆避免持續緊咬，或許也是1 個辦法。			另外會同牙醫製作牙套或咬合板，也能避免牙關緊咬帶來的牙齒磨損問題。",牙齒緊咬,動作障礙,https://health.udn.com/health/care/136/293212
巴金森病（帕金森氏症）,罹患巴金森病後，我出現情緒低落、焦慮、睡眠障礙問題，這是正常症狀嗎？我應該找神經內科還是精神科看診呢？要靠吃藥才能改善嗎？,"[專家解答] 奇美醫學中心臨床技能中心主任 楊浚銘			罹患巴金森病後，任何階段都可能出現悶悶不樂、焦慮、睡眠障礙，有些巴友確診前，就已經出現精神疾病症狀而未察覺，屬於疾病發展過程中常見的共病。就醫選擇上，無論找神經內科或是精神科都可以，但建議找熟悉巴金森病的醫師。			若巴友的情緒症狀非常輕微，例如心情低落、原本有興趣的事物變得完全沒興趣、生活毫無動力等，找原本的神經內科或精神科醫師即可，症狀可透過藥物或心理諮商師協助獲得改善。			若症狀已嚴重到有輕生念頭或會傷害他人，建議一定要找專長在巴金森病的醫師協助，抗焦慮、憂鬱藥物若使用量過高，可能增加巴金森病症狀，因此需要熟悉巴金森病的醫師，同時調整巴金森病及抗精神疾病藥物藥量。			巴友出現精神疾病症狀，不一定只有藥物可作為選擇。臨床上還有重複性經顱磁刺激術（Repetitive transcranial magnetic stimulation, rTMS）可幫助改善憂鬱症狀，但多用於「難治型憂鬱症」，需進一步跟醫師討論是否適用。			重複性經顱磁刺激術是利用電磁相生的原理，儀器產生短暫而強力的電磁脈衝，可快速且連續刺激腦部特定皮質區域，誘發神經迴路上的微量電流，幫助改善症狀。			其它非藥物的方式，則建議運動。運動能幫助改善心肺功能，延緩巴友肌肉萎縮速度，也能刺激腦中多巴胺分泌，增加愉快感，改善焦慮或是睡眠障礙等症狀。無論是什麼運動，都有助延續藥物效果，其中步行、慢跑、太極拳等有氧運動都有助於減緩情緒低落、行動不便、疲勞等症狀。但建議從簡單的開始，再慢慢調整困難度。",情緒低落,非動作障礙,https://health.udn.com/health/care/137/293213
巴金森病（帕金森氏症）,會因罹患巴金森病而產生懷疑、被害妄想的症狀嗎？有什麼方法能減輕？同住家人很困擾，要如何和有妄想症狀的患者溝通呢？,"[專家解答] 奇美醫學中心臨床技能中心主任 楊浚銘			巴金森病的症狀除了動作障礙，如肌肉僵硬、手抖等，還包含非動作障礙，例如妄想、懷疑等，近半巴友在病程中會出現妄想症狀；巴金森病引發的症狀，可透過藥物改善。			照顧出現妄想症狀的巴友是非常辛苦的，不過仍有照顧技巧可舒緩照顧者的壓力與情緒。照顧者得先理解，巴友的懷疑與妄想，都不是故意找碴，而是疾病所致。巴友對於眼睛看見的或耳朵聽見的都會深信不疑，如家裡有小偷、有人站在窗簾下、有人要暗殺自己等。			此時照顧者不要針對巴友提出的事情爭論，舉例來說，當巴友說家裡有小偷，不要回應：根本沒有小偷。第1步先做到「左耳進右耳出」，第2步是轉移注意力，如告知巴友我們來找錢，而不是我們來抓小偷。			第3步則是順著巴友，如果可以，不要幫他找到錢，而是引導他看見錢擺放的位置，讓他自己找到。第4步，徹底轉移注意力，問他要不要做喜歡的事，如下棋、吃飯、打麻將、畫畫等。			不過有些妄想症狀會讓巴金森病友攻擊家人，此時可透過藥物協助或適當的約束，幫巴友度過妄想症狀的出現。目前有些藥物屬於長效劑型的抗精神疾病藥物，如果巴友無法順利服用口服藥物，也可透過針劑或滴劑型協助，如果症狀更為嚴重，有時則需要安排住院，幫助病情改善。",妄想溝通,非動作障礙,https://health.udn.com/health/care/137/293214
巴金森病（帕金森氏症）,母親罹病已13年，近年無藥效時人無法動彈，服藥後可行動但會出現幻覺。我很希望能帶媽媽多運動，或是好好講講話，但她的幻覺讓我們什麼都做不了，該怎麼改善呢？,"[專家解答] 彰化基督教醫院神經醫學部協同主任 巫錫霖[專家解答] 奇美醫學中心臨床技能中心主任 楊浚銘巴友出現幻聽、幻覺的原因，可能有2種，第1種是巴金森病藥物引起幻聽幻覺副作用；第2種是巴金森病程進入到晚期，腦部神經長期退化，連帶使患者出現認知功能障礙或失智症，失智症患者晚期也會出現幻聽、幻覺的症狀。巴友出現幻聽、幻覺後，家屬應立即帶巴友到醫院回診，主治醫師第一步會嘗試調整藥物，先從可能易引起幻聽、幻覺的藥物開始減量，如抗膽鹼藥物、金剛胺藥物等，但是開始減量的同時，原本可以改善巴金森病症狀的效果就會減低，如肢體再次僵硬，或是顫抖症狀又會回來。因此減藥的過程，巴友與家屬需要一些耐心，醫師得在減少幻聽、幻覺與改善巴金森病症狀之間取得平衡，需花費一些時間。如果巴友的幻聽、幻覺已相當嚴重，依照幻聽、幻覺出現原因有不同治療方式：巴金森病藥物引起：可以加上抗精神疾病的藥物，採取低劑量使用，再依照巴友幻聽、幻覺症狀改善程度調整抗精神疾病藥物用量。合併失智症：巴友因罹病時間長，已經併發出現失智症，此時可以加上失智症的藥物，幫助減緩幻聽、幻覺。照顧者需做好與妄想及幻覺共存的準備。巴金森病到了後期，如果有一定的社交刺激或運動，也能改善非動作障礙，至少不要讓巴友的生活一成不變。適度安排一些行程，如周一到機構、周三到里民中心參與活動等。建議減少環境中增加巴友幻覺的機率，例如巴友看到會反光的窗戶懷疑有陌生人，家中就可加裝薄窗簾，減少玻璃櫥櫃等，安排外出的環境也減少有這類設施出現。照顧巴友是勞心勞力的，除了適度利用社會資源，例如喘息服務，照顧者們也要輪替，大家一起出錢出力，因為巴金森病是全家人的病。",幻覺,非動作障礙,https://health.udn.com/health/care/137/293215
巴金森病（帕金森氏症）,媽媽服用巴金森病藥物後，一直說有人打電話找她出門，有嚴重幻聽情形，但又不能不吃藥，有辦法轉移她的注意力嗎？該怎麼改善幻聽症狀？,"[專家解答] 義大醫院醫學研究部副部長 戴逸承			巴金森病友出現幻聽，有2種可能，第1種是疾病進展到合併早期失智症，出現幻聽、幻覺；第2種是服用藥物引起的幻聽、幻覺。不論是前者或後者，都可和醫師討論調藥。			有些巴友經過藥物調整後，仍有幻聽、幻覺症狀，可能是巴金森病併發失智症；還有另1種可能是罹患路易氏體失智症，好萊塢明星羅賓威廉斯（Robin Williams ）就被診斷罹患此疾病，該疾病初期症狀類似巴金森病，其特色是發病1年內就會出現幻聽、幻覺，可透過鑑別診斷釐清。			通常幻聽症狀會發生在患者「剛睡著」、「剛睡醒」的2階段，有時候也會出現幻覺，較嚴重者，當太陽下山時也會出現幻聽、幻覺，即日落症候群。而患者最常反應的幻覺視象是看見動物，如蜘蛛、蛇或過世的人。			照顧者可先注意幻聽、幻覺較常出現的時間點，並且嘗試不要與巴友爭辯，而是傾聽巴友的描述，同時詢問巴友對幻聽與幻覺相信的程度，必要時可轉移其注意力。			另1種改善方式是維持正常作息時間，讓巴友每天固定時間睡覺、起床，睡眠時間介於6至9個小時，白天固定時間運動至少30分鐘，能在下午2點以前曬到太陽；情況允許的話，每天的三餐以及排便都可以固定時間。			照顧者協助巴友轉移注意力，搭配固定的生活作息，能改善巴友幻聽或幻覺出現的頻率，也能降低照顧者壓力。",幻聽,非動作障礙,https://health.udn.com/health/care/137/293216
巴金森病（帕金森氏症）,家父已有近17年巴金森病史，最近幾個月非常著迷於鎖碼（彩虹）頻道，家人及外籍看護很困擾，突然變化是生病造成的嗎？可以怎麼處理呢？,"[專家解答] 聯新國際醫院神經內科主治醫師 郭芷毓巴金森病雖然是動作障礙疾病，但也可能出現精神行為症狀，如憂鬱、焦慮、睡眠障礙、淡漠甚至幻覺。特別是巴金森病的某些藥物，容易造成巴友精神混亂，甚至行為改變，例如性慾增加、衝動性性行為、好賭、或衝動性消費等副作用。憂鬱、焦慮、淡漠、幻覺等非動作障礙，在巴金森病友「任一階段」都可能會發生；衝動性行為則常見於使用多巴胺受體促效劑後。多巴胺受體促效劑是模仿多巴胺刺激腦中的多巴胺受體，替代腦中不足的多巴胺。也因為刺激多巴胺受體，讓患者產生衝動行為。通常調整藥物後，可以讓以上的異常行為獲得改善。這些慾望失控的副作用，在降低劑量或調整用藥後大多會消失。對於照顧者而言，如果觀察到巴友出現人格改變或令人匪夷所思的行為，例如性慾高漲、暴食、不合理的購物、執著賭博、性衝動等，建議主動告知醫師，讓醫師能依病情調整用藥，千萬不要羞於啟齒。",性衝動,非動作障礙,https://health.udn.com/health/care/137/293217
巴金森病（帕金森氏症）,家人罹患巴金森病後，一直想買東西，包括家庭用品跟衣服，家中囤物狀況嚴重，家屬該怎麼協助改善？,"[專家解答] 國立臺灣大學醫學院附設醫院臨床神經暨行為醫學中心主任 林靜嫻			購物衝動、囤積症背後可能有各自不同的原因。包括心理層面與疾病進程退化的結果。			巴友如果以前不會有購物衝動，但罹病後，開始出現購物衝動，其中1個可能是服用高劑量多巴胺受體促效劑引起的副作用，臨床上稱為「衝動性控制障礙疾病」（ICD），這類衝動巴友無法自我控制，但可以及早警覺，與醫師溝通，透過調整藥物改善。			囤積症也可能是病程退化導致的認知功能退化所引起，因此需要及時跟醫師討論，進行認知功能檢測；也有可能是因為合併心理的問題，例如焦慮症所引起，因此除了醫師之外，也需要家屬、親友等的支持、理解與陪伴。			家屬能協助巴友的面向有3大部分：1是理解巴金森病是慢性病，如同高血壓、糖尿病，藉著規則服藥與規則運動，可以有效改善症狀、控制病情，建議巴友要對治療有信心，建立規律的生活與運動作息，也請家屬花時間陪伴幫助巴友有效遵從醫囑，並找到喜歡的運動持之以恆。			2是觀察巴友的行為與情緒變化，如果有出現購物衝動、囤積症等行為，需即時與主治醫師反應，討論是否需要進一步作認知功能檢查、或是調整藥物。			3則是鼓勵巴友運動，實證醫學已證明規則運動能有效延緩巴金森病的進程，改善巴友的生活品質。			建議家屬一開始先嘗試帶巴友外出走走，增加戶外活動的頻率，也可以先參加醫院的巴友團體，或是社區的運動活動，只要願意開始外出走動，體力就會進步許多，後續再嘗試鼓勵維持規律運動。			如果巴友不願意出家門，也能在家陪伴他們做簡易的運動，例如伸展體操等，找出喜歡的運動，最重要的是養成規律運動的習慣。",衝動購物,非動作障礙,https://health.udn.com/health/care/137/293218
巴金森病（帕金森氏症）,巴金森病會影響性功能嗎？如果因此有性功能障礙，還能恢復以前的狀態嗎？除了吃藥幫助還有什麼方法嗎？,"[專家解答] 彰化基督教醫院神經醫學部協同主任 巫錫霖			巴金森病會直接影響性功能，且不可能恢復到以前的狀態。服用藥物（如威而剛、犀利士等）可幫助男性功能障礙，此外建議要保持運動習慣。			巴金森病的發展過程會影響自律神經問題，導致巴友容易有姿勢性低血壓、大小便困難、嘴巴容易乾、難控制肌肉流口水、胃腸蠕動差引起便祕等。			自律神經調控異常，在性功能呈現兩極化的結果。男性巴友會因為自律神經出現問題，有勃起功能障礙、射精功能障礙；女性巴友則是沒有性慾、陰道乾澀。另外1種則是性慾過度強烈，這種情形可能是部分巴金森病藥物引起的副作用。",性功能障礙,非動作障礙,https://health.udn.com/health/care/137/293219
巴金森病（帕金森氏症）,罹病的我最近看東西變模糊，有時候還會出現重疊影像，這跟巴金森病有關嗎？或者只是單純老化現象？,"[專家解答] 彰化基督教醫院神經醫學部協同主任 巫錫霖			巴金森病不會造成重疊影像（或稱複視），但可能會引起視力模糊。			藥物引起：巴友出現視力模糊有3種原因，第1種是巴金森病藥物引起，如使用抗膽鹼藥物等，都可能引起視力模糊。			非典型巴金森病：第2種是罹患非典型巴金森病，非典型巴金森病部分會影響到眼球肌肉運動，這類病人的眼球運動會出現問題 , 例如眼球上下運動受限制, 或眼球移動過程出現顫抖或不平順。			缺乏多巴胺：第3種是巴金森病缺乏多巴胺所致，有研究顯示，巴金森病的病程中，可能會讓視網膜變薄，使巴友增加視力模糊的機率。			老化疾病：多數罹患巴金森病的巴友，年紀通常比較大，當出現重疊影像，或是視力模糊時，也可能是白內障等其它疾病造成。需要先釐清非其它疾病引起，再尋找是否為藥物或是非典型巴金森病引起的視力問題。",視覺障礙,非動作障礙,https://health.udn.com/health/care/137/293220
巴金森病（帕金森氏症）,最近睡覺會因為口腔太乾，每1至2小時就醒來1次，這是巴金森病症狀嗎？還是藥物副作用？該如何改善？,"[專家解答] 國立臺灣大學醫學院附設醫院癌醫中心分院神經科主治醫師 郭明哲			睡眠期間，因為口腔太乾影響睡眠，可能有幾種可能性：			1.巴友有睡眠呼吸中止症或因鼻塞過敏等因素，睡覺期間改用嘴巴呼吸，導致口腔黏膜乾燥。			2.巴友容易有夜間症狀，如淺眠、容易醒來，讓巴友增加留意自身口腔的狀況。			3.因其它疾病引起：巴友多是高齡者，高齡男性常有攝護腺肥大，夜尿影響睡眠；或是唾液腺阻塞而口乾舌燥。			4.醫師開立抗膽鹼藥物，治療巴金森病的靜止型顫抖，而有口乾舌燥的副作用。			5.巴友合併憂鬱症，服用某些抗憂鬱藥物也會有口乾舌燥的副作用。			改善口乾舌燥，建議要先找到原因，如果是第1種情況，則建議改善睡眠呼吸中止症或過敏症狀，避免用嘴呼吸，第2種情況則可以在床頭櫃上放置1杯水，淺眠起床時，感到口乾舌燥可以隨時補充水分 ，第3種則需求助牙科醫師，尋求改善唾液腺阻塞之治療，第4、5種則是調整藥物劑量或種類。",口乾,非動作障礙,https://health.udn.com/health/care/137/293221
巴金森病（帕金森氏症）,爸爸的病程進入第五期，吞嚥有困難，胃造口和鼻胃管該怎麼選擇？,"[專家解答] 國立臺灣大學醫學院附設醫院臨床神經暨行為醫學中心主任 林靜嫻			2種方式各自有優點或是缺點，都有人選擇。			鼻胃管的優點是不需住院，醫護人員將鼻胃管經鼻放入胃中灌食，缺點則是每個月都要更換1次，巴友會較辛苦，要帶巴友至醫療院所的家屬也會較費神。			胃造口的優點是不需要每個月更換1次，約1年至1年半，更換1次管子即可；缺點是需要在腹部，胃上方的皮膚開1個小小的傷口，得住院置放，並經管灌飲食適應，約需1周時間。但是不用每月從鼻孔置放管路，生活品質較好，只要小心腹部傷口的清潔。			如果巴友本身有糖尿病或有其它慢性病、年紀太大，傷口容易引起感染，建議巴友與家屬與醫師諮詢哪種方式較適合自己。",胃造口鼻胃管選擇,非動作障礙,https://health.udn.com/health/care/137/293222
巴金森病（帕金森氏症）,先生罹病後容易嗆水，服藥、進食都有問題，最近常常嘴合不攏，餵什麼都從嘴角流出來，這也是巴金森病的症狀嗎？如果不想做胃造口或鼻胃管，有什麼餵食建議？,"[專家解答] 高雄長庚紀念醫院神經內科主治醫師 林祖功			巴金森病進入晚期，會出現吞嚥功能障礙，這通常是罹病至少超過5到10年才可能發生。如果是早期突然發生不自覺流口水、嗆咳、服藥、進食困難，建議盡速回診，調整藥物或作進一步鑑別診斷。			因為吞嚥功能障礙是晚期症狀，建議巴友要多作吞嚥與語言訓練，以減緩吞嚥功能障礙發生的速度。			若是罹病多年，巴友開始出現吞嚥障礙，時常重複嗆咳，這時可能會引發一再的肺部感染，經醫師專業評估後，可能會建議做胃造口或是鼻胃管餵食。晚期巴金森病友，如果在無法正常進食與服藥的情形下，藥物改善症狀的效果會更為有限，巴友將會暴露在「吸入性肺炎」以及「營養不足免疫力下降」的2大風險中。			吞嚥障礙同時也代表負責吞嚥的肌肉功能受限，強灌入的食物，可能流入氣管，增加嗆咳機率，也可能增加吸入性肺炎的發生率，最終引發全身細菌感染，敗血致死。長期營養攝取不良可能會降低身體的免疫力，更加重感染機率，增加死亡風險。因此必須在醫療評估建議下，經由管灌服藥及飲食來改善。			目前沒有其它飲食方式，協助吞嚥困難的巴友恢復正常飲食，最佳的方式是從早期開始語言訓練與復健，避免吞嚥困難的發生。如果吞嚥困難已無可避免，胃造口或是鼻胃管餵食能改善營養不良的風險，提升生活品質。			胃造口或是鼻胃管，也可改善巴友服藥困難的情形，降低因藥物作用不足引發的動作障礙。另外有些巴友吞嚥困難可能與藥物服用遵囑性相關，如果能定時服藥，將有助改善吞嚥困難。			不過，多數巴友或是家屬一聽到胃造口或是鼻胃管就會擔心會疼痛，甚至誤以為是手術或急救的氣管內插管。其實鼻胃管的管徑小於一般小吸管大小，鼻胃管從鼻子放進去，大約1個月後更換1次，現在的材質都有考慮到柔軟度，當然不能稱得上舒服，但至少能降低異物感。			胃造口則是需要開刀，在腹部開1個小洞口，幫助液體食物經由管子直接導入胃中，相較於鼻胃管，更有生活品質，但需要照顧傷口。至於要不要插鼻胃管或是胃造口，決定權仍在巴友以及家屬的手中，可評估風險及可行性後，再與醫師一起討論判斷。",餵食建議,非動作障礙,https://health.udn.com/health/care/137/293223
巴金森病（帕金森氏症）,巴金森病4期的父親，吞嚥困難程度已經連口水都吞不下去，請問打肉毒桿菌可以改善嗆咳嗎？,"[專家解答] 花蓮慈濟醫院神經內科部巴金森暨動作障礙科主任 林聖皇			巴金森病進展到第3期之後可能出現吞嚥困難的症狀，如果是因為肌肉僵硬(張力過強或異常)，導致巴友喉頭的肌肉緊繃，注射肉毒桿菌素可以放鬆肌肉，幫助改善吞嚥困難的症狀。			有些晚期巴金森病友因吞嚥困難或唾液腺異常，導致口水過多而流涎。此時也能施打肉毒桿菌素在唾液腺上改善。當然也能使用抗膽鹼藥物，降低口水分泌，不過使用抗膽鹼藥物可能會增加便祕的機率。			另外1種可能是巴友的食道括約肌緊縮僵硬，出現食道弛緩症，同樣也可能造成吞嚥困難，這時候也可以使用肉毒桿菌素，運用內視鏡，從嘴巴進入到食道括約肌施打肉毒桿菌素。肉毒桿菌素可以緩解括約肌張力異常的症狀，進而改善食道弛緩症。			如果有辦法改善吞嚥困難的症狀，即可降低嗆咳的機會。巴友嗆咳的風險是會導致吸入性肺炎，吸入性肺炎對於一般人而言就已有高度風險，更何況是罹患巴金森病的巴友，在咳嗽及清除呼吸道的動作較一般人差，如果遇到吸入性肺炎，其治療期會延長且惡化風險更高。			使用施打肉毒桿菌素改善吞嚥困難，需經醫師評估。如果就診醫院有完整的吞嚥評估，就可以了解吞嚥困難的問題為何，是否可以使用肉毒桿菌素注射改善。肉毒桿菌素注射目前都屬於自費項目，且無法打1次就一勞永逸，注射1次大約可以延續3至4個月左右的治療效果，1年需要打3次左右。			如果是施打唾液腺，因其分布較為廣泛，最好使用超音波導引，需要有經驗的相關醫師配合施打。另外，如果是食道弛緩症，則需與胃腸科醫師合作，運用內視鏡定位，精準施打肉毒桿菌素於食道括約肌上，以緩解症狀。",肉毒桿菌,非動作障礙,https://health.udn.com/health/care/137/293224
巴金森病（帕金森氏症）,我有難入眠、睡睡醒醒的睡眠障礙困擾，除了用藥之外，還可以做什麼提升睡眠品質呢？,"[專家解答] 花蓮慈濟醫院神經內科部主任 羅彥宇			巴金森病友出現睡眠障礙，有3種可能原因，1為年紀增長睡眠時間縮短、2是巴金森病導致膀胱功能異常，出現夜尿情形、3為巴金森病友出現幻覺、妄想等非動作障礙，使其在睡夢中驚醒。幫助巴友改善睡眠品質，須先釐清睡不好的根本原因。			65歲以上的長者平均睡眠時間會從每天7小時，縮減到5.5至6小時，若因年紀增長，開始出現與過去相比「睡不滿」或是「難入睡」的情形，可先採取非藥物方式改善，即先理解「睡眠衛教」，也就是白天要有足夠的光線刺激，需有足夠的活動量，戒斷午睡，午後減少喝刺激性飲品（如咖啡、茶等）、晚上不運動、睡眠需調控在全暗及安靜的環境中等幫助睡眠的生活習慣。			巴金森病是1種中樞神經退化病變，也會導致膀胱功能異常，膀胱逼尿肌過度收縮，容易頻尿、夜尿。夜尿會讓病友中斷睡眠時間，長久以來也可能導致出現睡睡醒醒的問題。攝護腺肥大也可能導致夜尿。此時需透過藥物改善，搭配非藥物計畫撰寫排尿日記，控制飲水量，降低夜尿發生機率。			巴金森病的治療藥物左旋多巴的藥物劑量過高時，或是巴金森病在發展歷程中，腦中多巴胺持續分泌異常，約有半數巴友，會出現幻覺、妄想症狀，時常反應做惡夢驚醒，此時可透過醫師調整藥物劑量，搭配運動，幫助入睡。",睡眠撇步,生活起居,https://health.udn.com/health/care/138/293225
